Year,Stock,Sector,PE_Ratio,EPS,ROE,Debt_to_Equity,Revenue,Profit,Revenue_Growth,Profit_Growth,fundamental_is_real,last_real_fundamental_year,fundamental_staleness_years
2020,ASIANPAINT,Consumer_Durables,94.74689246623988,31.61308126284734,0.21942271546443703,0.11489216279696139,289413500000.0,30305700000.0,0.0718,0.1605,0,,
2021,ASIANPAINT,Consumer_Durables,94.74689246623988,31.61308126284734,0.21942271546443703,0.11489216279696139,289413500000.0,30305700000.0,-0.01,0.042,0,,
2022,ASIANPAINT,Consumer_Durables,94.74689246623988,31.61308126284734,0.21942271546443703,0.11489216279696139,289413500000.0,30305700000.0,0.278,0.407,1,2022.0,0.0
2023,ASIANPAINT,Consumer_Durables,77.6935459705051,42.836013539307615,0.25677782273016336,0.12084743653636798,343887100000.0,41064500000.0,0.18822066005905047,0.35500912369620236,1,2023.0,0.0
2024,ASIANPAINT,Consumer_Durables,39.6253135628537,56.95783126733154,0.29154968683756666,0.13211984002819263,353954200000.0,54602300000.0,0.029274433382351358,0.32967161416795526,1,2024.0,0.0
2025,ASIANPAINT,Consumer_Durables,72.39702377550631,38.25433499293917,0.18903432559391045,0.11805734179870833,338151700000.0,36672300000.0,-0.044645606691487205,-0.3283744457651051,1,2025.0,0.0
2026,ASIANPAINT,Consumer_Durables,72.39702377550631,38.25433499293917,0.18903432559391045,0.11805734179870833,338151700000.0,36672300000.0,-0.044645606691487205,-0.3283744457651051,0,2025.0,1.0
2020,AXISBANK,Financial_Services,31.635849030383174,34.78678249972459,0.08335881843443117,1.529064226384442,624158400000.0,108184500000.0,-0.02,2.5441,0,,
2021,AXISBANK,Financial_Services,31.635849030383174,34.78678249972459,0.08335881843443117,1.529064226384442,624158400000.0,108184500000.0,0.055,-0.351,0,,
2022,AXISBANK,Financial_Services,31.635849030383174,34.78678249972459,0.08335881843443117,1.529064226384442,624158400000.0,108184500000.0,0.129,6.528,0,,
2023,AXISBANK,Financial_Services,31.635849030383174,34.78678249972459,0.08335881843443117,1.529064226384442,624158400000.0,108184500000.0,0.248,0.105,1,2023.0,0.0
2024,AXISBANK,Financial_Services,12.538054373364838,84.84496396380561,0.1680397942932371,1.4532826037780837,766030400000.0,263862000000.0,0.22730127480460088,1.4390000415956075,1,2024.0,0.0
2025,AXISBANK,Financial_Services,14.071399942186128,90.21135278860172,0.14983863369065342,1.1786587574823555,848805500000.0,280551100000.0,0.10805719981870171,0.06324935003903556,1,2025.0,0.0
2026,AXISBANK,Financial_Services,14.949207154613383,84.84062303175207,0.12270005838574913,1.3044870064387089,881369600000.0,263848500000.0,0.03836461945640079,-0.059534965287963586,1,2026.0,0.0
2020,BAJAJ-AUTO,Automobile,30.303137680835842,217.00047960099133,0.206399596206466,0.0,353915200000.0,60602100000.0,-0.0662,-0.068,0,,
2021,BAJAJ-AUTO,Automobile,30.303137680835842,217.00047960099133,0.206399596206466,0.0,353915200000.0,60602100000.0,-0.195,-0.154,0,,
2022,BAJAJ-AUTO,Automobile,30.303137680835842,217.00047960099133,0.206399596206466,0.0,353915200000.0,60602100000.0,0.213,0.097,0,,
2023,BAJAJ-AUTO,Automobile,30.303137680835842,217.00047960099133,0.206399596206466,0.0,353915200000.0,60602100000.0,,,1,2023.0,0.0
2024,BAJAJ-AUTO,Automobile,31.08964285242956,276.01218058112596,0.26614636005774384,0.0616626862198277,437820800000.0,77082400000.0,0.2370782605550708,0.2719427214568472,1,2024.0,0.0
2025,BAJAJ-AUTO,Automobile,35.62227961193109,262.2796772632911,0.20815550656261064,0.26248510176834977,492669500000.0,73247300000.0,0.12527659718313977,-0.049753251066391294,1,2025.0,0.0
2026,BAJAJ-AUTO,Automobile,25.977170025548645,384.72243089493054,0.27668450676877493,0.5830187945557258,603864300000.0,107442100000.0,0.22569856668618618,0.46684041596072484,1,2026.0,0.0
2020,BAJAJFINSV,Financial_Services,41.94541799879164,40.14542775793497,0.13828157356142368,3.6114849504410294,738459200000.0,64172800000.0,0.2189,0.3269,0,,
2021,BAJAJFINSV,Financial_Services,41.94541799879164,40.14542775793497,0.13828157356142368,3.6114849504410294,738459200000.0,64172800000.0,-0.013,-0.192,0,,
2022,BAJAJFINSV,Financial_Services,41.94541799879164,40.14542775793497,0.13828157356142368,3.6114849504410294,738459200000.0,64172800000.0,0.23,0.509,0,,
2023,BAJAJFINSV,Financial_Services,41.94541799879164,40.14542775793497,0.13828157356142368,3.6114849504410294,738459200000.0,64172800000.0,,,1,2023.0,0.0
2024,BAJAJFINSV,Financial_Services,30.74944384610583,50.97120818038561,0.13505679393959286,3.7922581355250626,998800700000.0,81477900000.0,0.3525468976485092,0.2696640944449985,1,2024.0,0.0
2025,BAJAJFINSV,Financial_Services,36.75251593682797,55.50368382726077,0.12255365713607691,3.9291429237612214,1139988900000.0,88723100000.0,0.14135773032597995,0.08892227217441785,1,2025.0,0.0
2026,BAJAJFINSV,Financial_Services,28.496298289061556,61.313225087994894,0.12579129977425263,4.638136429751935,1278971900000.0,98009700000.0,0.1219160993585113,0.10466947164830805,1,2026.0,0.0
2020,BAJFINANCE,Financial_Services,39.154190564736865,18.507428224928272,0.21164743310800893,3.024847357039416,269669000000.0,115076900000.0,-0.0136,-0.1804,0,,
2021,BAJFINANCE,Financial_Services,39.154190564736865,18.507428224928272,0.21164743310800893,3.024847357039416,269669000000.0,115076900000.0,0.002,-0.643,0,,
2022,BAJFINANCE,Financial_Services,39.154190564736865,18.507428224928272,0.21164743310800893,3.024847357039416,269669000000.0,115076900000.0,0.289,3.42,0,,
2023,BAJFINANCE,Financial_Services,39.154190564736865,18.507428224928272,0.21164743310800893,3.024847357039416,269669000000.0,115076900000.0,0.261,0.287,1,2023.0,0.0
2024,BAJFINANCE,Financial_Services,29.177148462475927,23.241327455052815,0.18842302695013452,2.8481141294746033,343263200000.0,144511700000.0,0.2729056732512821,0.25578374113310315,1,2024.0,0.0
2025,BAJFINANCE,Financial_Services,36.878631289814344,26.758042619263826,0.1720687368158583,2.8477813307227304,414795700000.0,166378200000.0,0.20838965551798153,0.15131300787410293,1,2025.0,0.0
2026,BAJFINANCE,Financial_Services,30.635908117948887,30.585024488013556,0.16682064459852375,3.215639397601839,496654500000.0,190173900000.0,0.19734727240422212,0.14302174203110743,1,2026.0,0.0
2020,BHARTIARTL,Telecom,74.28775704587608,13.7030585240746,0.10760170132885696,2.9140259067157106,1391448000000.0,83459000000.0,0.0844,0.5578,0,,
2021,BHARTIARTL,Telecom,74.28775704587608,13.7030585240746,0.10760170132885696,2.9140259067157106,1391448000000.0,83459000000.0,0.073,-1.014,0,,
2022,BHARTIARTL,Telecom,74.28775704587608,13.7030585240746,0.10760170132885696,2.9140259067157106,1391448000000.0,83459000000.0,0.218,3.598,0,,
2023,BHARTIARTL,Telecom,74.28775704587608,13.7030585240746,0.10760170132885696,2.9140259067157106,1391448000000.0,83459000000.0,,,1,2023.0,0.0
2024,BHARTIARTL,Telecom,128.432839182565,12.260000479189188,0.09104010300077543,2.628571742088399,1499824000000.0,74670000000.0,0.07788720814575895,-0.10530919373584634,1,2024.0,0.0
2025,BHARTIARTL,Telecom,38.21730658189691,55.0954603026276,0.2952013646292531,1.879462734413694,1729852000000.0,335561000000.0,0.1533699954127951,3.4939199142895405,1,2025.0,0.0
2026,BHARTIARTL,Telecom,43.04754255707377,43.83060998956089,0.1790943842808705,1.3109899192655676,2109728000000.0,266952000000.0,0.21960028950453564,-0.20446058987784635,1,2026.0,0.0
2020,BPCL,Energy,40.29025059442309,4.987730057670938,0.039816069396043076,1.2962064826737834,4662577300000.0,21310500000.0,-0.1938,4.2703,0,,
2021,BPCL,Energy,40.29025059442309,4.987730057670938,0.039816069396043076,1.2962064826737834,4662577300000.0,21310500000.0,-0.248,-0.535,0,,
2022,BPCL,Energy,40.29025059442309,4.987730057670938,0.039816069396043076,1.2962064826737834,4662577300000.0,21310500000.0,0.578,0.89,0,,
2023,BPCL,Energy,40.29025059442309,4.987730057670938,0.039816069396043076,1.2962064826737834,4662577300000.0,21310500000.0,,,1,2023.0,0.0
2024,BPCL,Energy,4.281950519524685,62.863209958553064,0.3551107415590458,0.7218744046250478,4466662600000.0,268588400000.0,-0.04201854197677323,11.603571009596209,1,2024.0,0.0
2025,BPCL,Energy,11.964571232520251,31.21424241600683,0.16387173019588105,0.7507680863382618,4402718600000.0,133365500000.0,-0.014315833929341338,-0.5034577070342576,1,2025.0,0.0
2026,BPCL,Energy,4.967209012530746,60.48668607443092,0.2579952373089578,0.5433191448240227,4552280300000.0,258434500000.0,0.033970306437481605,0.9377912578590415,1,2026.0,0.0
2020,BRITANNIA,Consumer_Staples,53.96408590359587,96.39168120324146,0.6569305684059226,0.8509876155471993,159849000000.0,23217700000.0,0.1242,0.327,0,,
2021,BRITANNIA,Consumer_Staples,53.96408590359587,96.39168120324146,0.6569305684059226,0.8509876155471993,159849000000.0,23217700000.0,0.121,0.256,0,,
2022,BRITANNIA,Consumer_Staples,53.96408590359587,96.39168120324146,0.6569305684059226,0.8509876155471993,159849000000.0,23217700000.0,0.063,0.022,0,,
2023,BRITANNIA,Consumer_Staples,53.96408590359587,96.39168120324146,0.6569305684059226,0.8509876155471993,159849000000.0,23217700000.0,,,1,2023.0,0.0
2024,BRITANNIA,Consumer_Staples,52.918523103060444,88.83734536819242,0.5428895451500944,0.5263527776086383,165462100000.0,21398100000.0,0.035115014795212986,-0.07837124262954556,1,2024.0,0.0
2025,BRITANNIA,Consumer_Staples,66.67538856012447,90.45316615682788,0.5001997373568549,0.29022526700522533,175350200000.0,21787300000.0,0.05976051313261466,0.018188530757403693,1,2025.0,0.0
2026,BRITANNIA,Consumer_Staples,54.43920690020485,105.18154701438998,0.49612459268078707,0.27029546309061286,188582100000.0,25334900000.0,0.07545985120062594,0.16282880393623808,1,2026.0,0.0
2020,CIPLA,Pharma,35.25258873703213,34.685666082726314,0.11969994591541787,0.03430996019272225,224731800000.0,28019100000.0,0.1368,0.5544,0,,
2021,CIPLA,Pharma,35.25258873703213,34.685666082726314,0.11969994591541787,0.03430996019272225,224731800000.0,28019100000.0,0.072,0.248,0,,
2022,CIPLA,Pharma,35.25258873703213,34.685666082726314,0.11969994591541787,0.03430996019272225,224731800000.0,28019100000.0,0.099,0.113,0,,
2023,CIPLA,Pharma,35.25258873703213,34.685666082726314,0.11969994591541787,0.03430996019272225,224731800000.0,28019100000.0,,,1,2023.0,0.0
2024,CIPLA,Pharma,29.650797815335114,51.02187687800845,0.15432800265703803,0.0209466409400283,254466300000.0,41215500000.0,0.13231104810267172,0.47097872522672035,1,2024.0,0.0
2025,CIPLA,Pharma,23.15456374965265,65.27007224875038,0.1690265103731713,0.014047500356645386,271454000000.0,52725200000.0,0.06675815225827546,0.27925659036042266,1,2025.0,0.0
2026,CIPLA,Pharma,27.27076186046991,48.02212649160552,0.1126636742908839,0.017825595123134183,277116900000.0,38792300000.0,0.02086136140929955,-0.2642550431292816,1,2026.0,0.0
2020,COALINDIA,Energy,6.340990173576166,51.54085709220652,0.5220529320333521,0.07119019416060338,1274290300000.0,317632300000.0,-0.074,-0.2402,0,,
2021,COALINDIA,Energy,6.340990173576166,51.54085709220652,0.5220529320333521,0.07119019416060338,1274290300000.0,317632300000.0,-0.104,-0.214,0,,
2022,COALINDIA,Energy,6.340990173576166,51.54085709220652,0.5220529320333521,0.07119019416060338,1274290300000.0,317632300000.0,0.186,0.631,0,,
2023,COALINDIA,Energy,6.340990173576166,51.54085709220652,0.5220529320333521,0.07119019416060338,1274290300000.0,317632300000.0,0.271,0.092,1,2023.0,0.0
2024,COALINDIA,Energy,5.82781182681051,60.691122527880985,0.45210189124158195,0.0788474235033624,1270744100000.0,374022900000.0,-0.002782882362048899,0.17753421172846717,1,2024.0,0.0
2025,COALINDIA,Energy,6.835075287523106,57.61373553405383,0.3582645543732844,0.09228330944619097,1691773700000.0,355057800000.0,0.3313252447916146,-0.050705718820959894,1,2025.0,0.0
2026,COALINDIA,Energy,9.542091581003353,50.45539629545315,0.26107374244300413,0.11815277650435477,1684002900000.0,310942900000.0,-0.00459328573319233,-0.12424709441674003,1,2026.0,0.0
2020,DRREDDY,Pharma,21.162446994420776,54.12837040221503,0.19510283950456944,0.05832261863016308,245879000000.0,45067000000.0,0.0862,-0.0182,0,,
2021,DRREDDY,Pharma,21.162446994420776,54.12837040221503,0.19510283950456944,0.05832261863016308,245879000000.0,45067000000.0,0.1,0.374,0,,
2022,DRREDDY,Pharma,21.162446994420776,54.12837040221503,0.19510283950456944,0.05832261863016308,245879000000.0,45067000000.0,0.113,0.073,0,,
2023,DRREDDY,Pharma,21.162446994420776,54.12837040221503,0.19510283950456944,0.05832261863016308,245879000000.0,45067000000.0,,,1,2023.0,0.0
2024,DRREDDY,Pharma,20.63020210515067,66.88007139319107,0.19848155409018,0.07135982890750311,279164000000.0,55684000000.0,0.13537146319937857,0.23558257705194488,1,2024.0,0.0
2025,DRREDDY,Pharma,18.71869737765949,67.92139424891079,0.1696251814702389,0.14027499490083625,325535000000.0,56551000000.0,0.16610666131736185,0.015570002155017599,1,2025.0,0.0
2026,DRREDDY,Pharma,26.249754238835116,50.39666323644669,0.11128113869565563,0.20511426472499292,335933000000.0,41960000000.0,0.03194126591610733,-0.25801488921504484,1,2026.0,0.0
2020,EICHERMOT,Automobile,38.11049477663188,106.15541786478006,0.19438863049923016,0.019239800724202616,141759000000.0,29139400000.0,-0.0489,-0.2636,0,,
2021,EICHERMOT,Automobile,38.11049477663188,106.15541786478006,0.19438863049923016,0.019239800724202616,141759000000.0,29139400000.0,-0.183,-0.209,0,,
2022,EICHERMOT,Automobile,38.11049477663188,106.15541786478006,0.19438863049923016,0.019239800724202616,141759000000.0,29139400000.0,0.371,0.545,0,,
2023,EICHERMOT,Automobile,38.11049477663188,106.15541786478006,0.19438863049923016,0.019239800724202616,141759000000.0,29139400000.0,,,1,2023.0,0.0
2024,EICHERMOT,Automobile,32.65817287092358,145.75759570587027,0.2217175112063763,0.023243429259212668,162340200000.0,40010100000.0,0.14518443273442955,0.37305847066171577,1,2024.0,0.0
2025,EICHERMOT,Automobile,42.397056212033526,172.4765975125532,0.22231081272078168,0.02151199563871793,185382100000.0,47344400000.0,0.14193588525824163,0.1833112139184856,1,2025.0,0.0
2026,EICHERMOT,Automobile,35.38207728000464,200.92093360548637,0.21972896576315282,0.02047597325115587,229775700000.0,55152300000.0,0.23947080111833882,0.16491707572595704,1,2026.0,0.0
2020,GRASIM,Cement,20.962722697012477,100.68003180671798,0.08670418413352265,1.3084171482077098,1164666500000.0,68272600000.0,-0.0135,-0.0275,0,,
2021,GRASIM,Cement,20.962722697012477,100.68003180671798,0.08670418413352265,1.3084171482077098,1164666500000.0,68272600000.0,-0.063,-0.303,0,,
2022,GRASIM,Cement,20.962722697012477,100.68003180671798,0.08670418413352265,1.3084171482077098,1164666500000.0,68272600000.0,0.278,1.083,0,,
2023,GRASIM,Cement,20.962722697012477,100.68003180671798,0.08670418413352265,1.3084171482077098,1164666500000.0,68272600000.0,,,1,2023.0,0.0
2024,GRASIM,Cement,29.343578683866514,82.94305945526715,0.06344430607631604,1.546984740401839,1295790000000.0,56244900000.0,0.11258458966579703,-0.17617169992061238,1,2024.0,0.0
2025,GRASIM,Cement,51.76880403987932,54.64681003294421,0.03800337670597952,1.9107376809354355,1484778900000.0,37056800000.0,0.1458484013613317,-0.34115270895672317,1,2025.0,0.0
2026,GRASIM,Cement,38.15562055364162,73.23953743777572,0.0479992639406699,2.202118838015918,1754307400000.0,49664800000.0,0.18152770085835676,0.3402344508970014,1,2026.0,0.0
2020,HCLTECH,Information_Technology,24.200209413039317,54.88879413515685,0.22706215121168105,0.07317483372830823,1014560000000.0,148510000000.0,0.095,0.0348,0,,
2021,HCLTECH,Information_Technology,24.200209413039317,54.88879413515685,0.22706215121168105,0.07317483372830823,1014560000000.0,148510000000.0,0.035,0.093,0,,
2022,HCLTECH,Information_Technology,24.200209413039317,54.88879413515685,0.22706215121168105,0.07317483372830823,1014560000000.0,148510000000.0,0.124,0.166,0,,
2023,HCLTECH,Information_Technology,24.200209413039317,54.88879413515685,0.22706215121168105,0.07317483372830823,1014560000000.0,148510000000.0,0.183,0.09,1,2023.0,0.0
2024,HCLTECH,Information_Technology,31.006383990796515,58.03406137702733,0.2300221203287286,0.08432093520648082,1099130000000.0,157020000000.0,0.08335633180886295,0.05730253854959262,1,2024.0,0.0
2025,HCLTECH,Information_Technology,24.603707575519206,64.272852333875,0.24965903380948962,0.09014428253535281,1170550000000.0,173900000000.0,0.06497866494409214,0.10750222901541205,1,2025.0,0.0
2026,HCLTECH,Information_Technology,19.494939187263743,61.50826961129084,0.2214062396061997,0.06938069580256769,1301440000000.0,166420000000.0,0.11181923027636581,-0.04301322599194939,1,2026.0,0.0
2020,HDFCBANK,Financial_Services,31.247653288204294,25.071107318599832,0.15410191731330852,0.8729660963357956,1019413700000.0,386000400000.0,0.1663,0.1883,0,,
2021,HDFCBANK,Financial_Services,31.247653288204294,25.071107318599832,0.15410191731330852,0.8729660963357956,1019413700000.0,386000400000.0,0.065,0.182,0,,
2022,HDFCBANK,Financial_Services,31.247653288204294,25.071107318599832,0.15410191731330852,0.8729660963357956,1019413700000.0,386000400000.0,0.125,0.187,1,2022.0,0.0
2023,HDFCBANK,Financial_Services,25.850642438277767,32.17976561829366,0.17012800663086167,1.0822718365530233,1205375000000.0,495446900000.0,0.1824198556483987,0.28353986161672373,1,2023.0,0.0
2024,HDFCBANK,Financial_Services,21.626019432463146,40.442161306657944,0.08962534283327428,1.164987862814699,1986934300000.0,622656600000.0,0.6483951467385668,0.25675748500999807,1,2024.0,0.0
2025,HDFCBANK,Financial_Services,22.658574573168877,43.7450294592123,0.08773190408815736,0.9543063355044986,2371508200000.0,673508300000.0,0.1935513922126162,0.08166893276325987,1,2025.0,0.0
2026,HDFCBANK,Financial_Services,22.658574573168877,43.7450294592123,0.08773190408815736,0.9543063355044986,2371508200000.0,673508300000.0,0.1935513922126162,0.08166893276325987,0,2025.0,1.0
2020,HEROMOTOCO,Automobile,26.991692048885426,140.43274230897643,0.16870992706944282,0.03407508719305313,337377200000.0,28099600000.0,0.0568,-0.1981,0,,
2021,HEROMOTOCO,Automobile,26.991692048885426,140.43274230897643,0.16870992706944282,0.03407508719305313,337377200000.0,28099600000.0,-0.155,-0.117,0,,
2022,HEROMOTOCO,Automobile,26.991692048885426,140.43274230897643,0.16870992706944282,0.03407508719305313,337377200000.0,28099600000.0,0.082,0.116,0,,
